position_0,position_1,position_2,density,radius
1.172486130626167189e-02,2.126265894317800166e-04,5.560728278075314102e-04,4.386042504328806899e+03,3.039101569805468704e-05
5.167557489272502427e-03,1.532185053807256538e-03,2.276728309375613234e-04,4.386052635019780610e+03,2.555485736138122382e-05
1.249444638692490464e-02,1.814335316832714885e-04,2.345691024529077671e-04,4.386035246591053692e+03,3.885779552248347677e-05
7.315415172035330017e-03,1.952456424701383203e-03,5.579940747095680923e-04,4.386064015833736448e+03,3.432745466992972896e-05
5.888153235209741578e-03,1.252108632457018438e-03,3.191836379823306574e-04,4.386081565232380854e+03,2.995564073919463255e-05
5.536930896567942087e-03,3.512771558278277918e-04,5.704039465135416235e-04,4.386036876986667266e+03,2.365560428996864648e-05
8.462191865170548902e-03,2.737792414640904037e-04,1.457768170826627006e-04,4.386035230145813330e+03,2.963219405870822379e-05
6.657064416230734638e-03,1.021182467535206549e-03,2.111511505456168509e-04,4.386048118409843482e+03,2.986367018004867547e-05
8.485110359844564437e-03,3.570490702258929884e-04,2.085324582553669094e-04,4.386061089671790796e+03,3.605687503958523294e-05
4.722307149604873869e-03,1.752493754766057095e-03,1.400659990194606710e-04,4.386040394212414867e+03,3.454719315644224980e-05
1.143515205702639280e-02,7.110002094523306315e-04,2.866629132769012893e-04,4.386016165966633707e+03,3.953730291496649111e-05
6.882319982658040465e-03,1.380273174567585217e-03,4.846117633942749036e-04,4.386051720481352277e+03,3.209449719011041340e-05
6.830731641062331300e-03,4.976667370010882116e-04,3.995511955230830726e-04,4.386078321520755708e+03,2.566399396364455699e-05
5.944068628752793154e-03,1.269674370469834430e-03,8.567443262504946598e-05,4.386045412860049510e+03,3.577366104012895094e-05
1.009955179125320360e-02,1.025831515437729009e-03,9.662222413870755091e-05,4.386046650037837026e+03,3.662161800081193639e-05
1.038371154547775704e-02,8.966839859849391010e-04,1.491641042314441378e-04,4.386080785483632098e+03,3.339709976753672631e-05
7.491629102219115634e-03,9.847857248328727164e-04,8.500596384133576747e-05,4.386058457583919335e+03,3.681446778269478542e-05
1.340279160094661262e-02,1.320392732225882234e-03,8.728429013291671480e-05,4.386059643815167874e+03,3.240952052053077900e-05
1.208399229939787281e-02,6.567615015602679910e-04,3.517235390817003609e-04,4.386052623228835728e+03,3.283168061559616120e-05
6.743869142239074244e-03,1.452136481779461950e-03,4.197836868463108539e-04,4.386082202056983078e+03,3.143751984363867322e-05
