position_0,position_1,position_2,density,radius
3.519387819430117958e-04,7.788662780781655491e-04,2.672639933515067964e-04,4.386026843843798815e+03,2.372372861127936257e-05
2.331913463466227330e-03,3.238369915235118652e-03,5.519766753395305295e-04,4.386089601867171950e+03,4.196577255882696542e-05
1.564969788224474878e-03,2.286052856265398598e-04,4.547885204697985767e-04,4.386033227921143407e+03,4.302263199514093578e-05
2.409679935148771428e-03,8.168222722145408732e-04,2.972856525426985841e-04,4.386087154665235175e+03,3.756891718785180785e-05
2.954931629764497112e-03,3.065678291746235309e-03,2.997935814390207581e-04,4.386082953595275285e+03,2.952692392119527921e-05
1.230590701973582933e-03,3.871299474917681057e-03,3.898550485000303674e-04,4.386063616029084187e+03,2.498282203643022054e-05
1.639426550116730632e-03,1.137347507817343005e-03,4.223508514214754711e-04,4.386056828586298252e+03,3.528932895775395434e-05
9.850401591288714988e-04,7.076036365537905892e-04,3.160134001096442805e-04,4.386053262496193383e+03,3.162399092516678329e-05
1.170758631639310775e-03,2.508986008559308586e-03,9.042737768536579068e-05,4.386068393063850635e+03,2.573431471289678622e-05
2.609715041888188529e-03,1.147241354202507835e-03,3.255966957794099623e-05,4.386040777310464364e+03,3.242966548212402814e-05
5.241432955209590757e-04,3.715400739490974311e-03,5.042646869719079978e-04,4.386048651990521648e+03,2.197889284342995916e-05
9.558845590674721650e-04,3.091074543853453670e-03,3.564013295116411767e-04,4.386055050549879525e+03,4.025742893325587508e-05
3.856554146312319784e-03,1.501687005551580060e-03,3.984471302843429000e-04,4.386046268876752038e+03,2.873691728824323750e-05
2.846423534408023311e-04,1.592239465787072391e-03,5.458797198816580645e-04,4.386046962030972281e+03,3.493924395658195122e-05
2.153612385670513815e-03,1.164094289776818926e-03,9.467608983898179371e-05,4.386042702286323220e+03,2.964418015976294840e-05
2.800764846576907826e-03,2.569923713273957692e-03,2.326310244977886337e-04,4.386052687781661007e+03,3.279276521713910485e-05
3.773838496128689626e-03,1.205204620127383746e-04,1.952602596196811922e-04,4.386067247323899210e+03,3.318270902726220390e-05
3.661299369203031666e-03,1.293513652625778981e-03,1.648717421829315412e-04,4.386036111454569436e+03,2.728596673821420741e-05
2.133916082618992401e-03,3.267146185029721865e-03,9.627954820345556225e-05,4.386075008671370597e+03,4.333023935064526081e-05
3.739392577359093497e-03,3.158518254636221746e-03,1.322705264967543486e-04,4.386058197021403430e+03,3.689473258484005655e-05
2.830440371384555526e-03,1.549380501762739155e-03,2.494839579298170629e-04,4.386065409195924985e+03,4.148776609302029067e-05
3.110625833422329956e-03,3.814326645291027905e-03,1.056914800528476676e-04,4.386052348901277583e+03,3.977289876100854660e-05
1.687908914169202260e-03,1.925060199334634008e-03,2.341835850033216406e-04,4.386062800317331494e+03,3.394218681047379577e-05
1.463899795898361382e-03,2.455425677922294810e-04,3.962109768862857612e-04,4.386014863221898850e+03,4.072520159269882675e-05
1.748004168196888326e-03,7.942308261264089710e-04,4.740303821913297586e-04,4.386065099293966341e+03,2.466466225313412652e-05
3.193587858765440171e-03,1.946315615657716108e-03,1.901651313317675432e-04,4.386021085212767503e+03,2.752361954222304596e-05
2.546101883943600874e-03,1.162225837066064487e-03,1.535892516209883777e-04,4.386070341524532523e+03,2.269858606256014064e-05
2.908289494402917577e-03,1.887582923211622826e-04,8.106640815000596605e-05,4.386089180727110943e+03,2.986604422297552670e-05
5.758888917445528874e-05,6.331896861084506918e-04,6.799171157358143672e-05,4.386041001204564964e+03,3.085509255565975967e-05
3.954492711595558076e-03,1.167471957960469417e-03,1.098751239342678242e-04,4.386036623198018788e+03,2.895988542037705710e-05
9.836779160977107868e-04,3.711342262011645739e-03,3.105632874833039007e-04,4.386062022176886785e+03,3.801660153954211901e-05
1.467481802695462263e-03,3.470890264332674151e-03,2.433712637261537469e-04,4.386038951449051638e+03,3.036433590523616134e-05
1.349645525412306122e-03,8.461817610709205812e-04,2.337967958197028706e-04,4.386068351820460521e+03,2.912649941593547487e-05
1.278881646794492039e-03,2.697469874189772302e-03,1.876892650747727853e-04,4.386029007404418735e+03,3.312380346521187825e-05
2.304746378765746510e-03,2.863571859909307691e-04,1.309792946741914139e-04,4.386030985742541816e+03,2.624754038903534301e-05
1.636554263823683086e-03,3.715079746138145664e-03,2.355421439887636637e-04,4.386083523192882240e+03,3.743829426869039144e-05
2.648377792770401778e-03,1.032169089272302540e-03,9.422058482081357772e-05,4.386057487279555971e+03,2.413144733315541823e-05
2.740975296081319822e-04,1.239263495839352863e-03,1.255772785321883963e-04,4.386066986997650019e+03,4.524851810498424650e-05
7.200600485187791779e-04,3.023825010629720145e-03,4.517492256665822507e-05,4.386042428203370946e+03,3.683899730545742390e-05
2.228051612715437838e-03,1.524494607122027718e-03,3.035686924678496538e-04,4.386057609377247900e+03,2.758072384147474548e-05
2.249043629391125204e-03,1.260235377192080479e-03,1.844917178251333245e-04,4.386053963569823281e+03,1.812279857792210608e-05
2.915999139295214100e-03,3.457098144372922066e-03,1.387411776461506705e-04,4.386054346450903722e+03,3.772090515688725985e-05
4.191770504020226316e-04,3.562808298007837798e-03,2.206442923827387447e-04,4.386057890167018741e+03,3.566519192047727069e-05
2.201569952255438573e-03,1.448298495161654724e-03,1.024583300704388770e-04,4.386053158596886533e+03,3.604636116562699391e-05
2.350748147141442854e-03,2.098712020593767116e-03,1.436678571029921146e-04,4.386047028766161020e+03,3.682028162202998677e-05
1.809797125109003811e-03,3.173470764239761602e-03,3.498951802164698092e-04,4.386040113532641953e+03,2.411074622480547010e-05
4.121694919494209145e-04,2.189167144764270559e-03,4.093201339011386217e-04,4.386062196750792282e+03,3.039101569805468704e-05
3.155853635555170254e-03,2.509871151927375952e-03,1.093474408460714755e-04,4.386037521247372752e+03,2.555485736138122382e-05
1.653849252535293662e-03,1.344783358140728014e-03,3.884812798485661779e-04,4.386058350973342385e+03,3.885779552248347677e-05
8.840319193143094311e-04,2.357248888263697127e-03,5.195549592414618490e-04,4.386037907251505203e+03,3.432745466992972896e-05
3.173367767088109467e-03,3.660580871800408857e-03,5.584356744856207051e-04,4.386055310295832896e+03,2.995564073919463255e-05
6.583129571025672395e-05,2.485158067381847830e-03,2.518273120879251504e-04,4.386061053980984980e+03,2.365560428996864648e-05
3.418091405159471349e-03,1.021967357861694198e-03,5.601097751302071314e-04,4.386037100445770193e+03,2.963219405870822379e-05
2.448040403576394811e-03,3.156617400583984403e-03,7.611076824759204927e-05,4.386024244242569694e+03,2.986367018004867547e-05
3.244660683694795562e-03,9.084703375943285037e-05,3.829408747439699834e-04,4.386031381218604110e+03,3.605687503958523294e-05
