position_0,position_1,position_2,density,radius
2.772630887970421471e-03,2.276138755314557460e-03,8.191331132542359784e-05,4.386051641820393343e+03,2.930242984570072216e-05
2.452173233747685036e-03,3.926741827205086632e-03,1.086347972934900491e-04,4.386064424534444697e+03,3.415295401193646686e-05
2.072357755639376090e-03,3.489710114604541603e-03,4.318399031866672713e-04,4.386070894767900427e+03,2.621036658261708714e-05
2.776510775307148172e-03,2.798063506245241413e-03,2.239335488213907031e-04,4.386042134801275097e+03,2.931793321580461101e-05
1.186963839659837833e-03,3.218565250546343709e-03,4.671427585669566253e-04,4.386029655430423190e+03,3.051348081905717402e-05
3.444900823644599878e-03,3.626632095446052396e-03,3.060827448422677802e-04,4.386037612748555148e+03,3.185809647303938129e-05
2.005952694642306865e-03,3.171052123740491537e-03,3.788535033168752785e-04,4.386046945988428888e+03,3.709176964116093014e-05
2.796718681835934622e-03,3.166842548093485536e-03,5.124744167068105098e-04,4.386065076343289547e+03,2.760063270338463873e-05
1.362578212400296493e-03,1.510470581034134520e-03,8.294893099589451880e-05,4.386067987113476192e+03,3.270761783473810635e-05
2.307819455638016916e-03,1.751949492338740022e-04,2.816885030708740113e-04,4.386010063506682854e+03,3.385985435909011598e-05
2.168636416761544807e-03,1.155886347383894936e-03,3.503632277438142244e-04,4.386050447833239559e+03,2.277100134729453885e-05
1.540092961241801717e-04,1.809341909353785098e-04,4.715669394818858186e-04,4.386046534165495359e+03,3.408766071103033486e-05
1.448302914013889367e-03,5.283558232725914759e-04,3.121463086604540915e-04,4.386037290395060154e+03,2.696653659294245866e-05
3.067163704833429823e-03,8.767676796287668687e-04,3.679034448969181791e-04,4.386030490982585434e+03,2.372372861127936257e-05
3.761922879250970326e-04,2.443549305212366820e-04,3.161811362667793415e-04,4.386043036981302976e+03,4.196577255882696542e-05
2.159044026674206834e-03,2.537894413838254204e-03,4.162007117375155830e-04,4.386076155424251738e+03,4.302263199514093578e-05
3.867653823116148568e-03,2.063976620333859719e-03,2.070765509781786573e-04,4.386042376131662422e+03,3.756891718785180785e-05
3.163312898443770057e-03,1.096862242412649730e-03,2.669868248590682373e-04,4.386050783187147317e+03,2.952692392119527921e-05
3.348882237801018534e-04,1.251191294757811226e-04,5.544725227880846052e-04,4.386058858671091912e+03,2.498282203643022054e-05
3.320207456056780814e-03,2.770065227922641204e-03,2.517977456389614379e-04,4.386044203447830114e+03,3.528932895775395434e-05
7.138407551979431172e-04,6.474778343739302257e-04,1.659423715426347706e-04,4.386081471967522702e+03,3.162399092516678329e-05
2.194373029860855005e-03,2.847338732778513688e-03,3.878732866133694900e-04,4.386079412832505113e+03,2.573431471289678622e-05
1.134008927995766971e-03,3.789958864870096936e-03,4.273083151621161267e-04,4.386038886796413863e+03,3.242966548212402814e-05
2.215026926254094405e-03,2.441971988317663197e-03,2.552942406817100616e-04,4.386049885359887412e+03,2.197889284342995916e-05
1.011235361529069570e-03,1.435487053912334063e-03,4.339472233431498124e-04,4.386041327790421747e+03,4.025742893325587508e-05
8.548362282278158363e-05,4.863563395765576995e-04,5.369455426365534243e-05,4.386040553154072768e+03,2.873691728824323750e-05
1.950083861118987339e-04,3.397003287920609665e-03,4.079634123629063643e-04,4.386020454606444218e+03,3.493924395658195122e-05
1.898226507676045336e-03,4.151803957955339536e-04,2.954666060871364588e-04,4.386054623551430268e+03,2.964418015976294840e-05
1.895626951107101579e-03,7.142407083469427256e-04,2.646493642148640447e-04,4.386050111620591451e+03,3.279276521713910485e-05
1.600754713321767345e-03,2.455711952019973450e-03,3.720906439042430186e-04,4.386023011403445707e+03,3.318270902726220390e-05
2.060296784188968408e-04,1.505293090559272533e-03,3.686475304808356870e-04,4.386040248523419905e+03,2.728596673821420741e-05
2.012273244650468907e-03,3.395065784463761373e-03,3.814637128884229523e-04,4.386072058155749801e+03,4.333023935064526081e-05
6.766095966784918796e-04,3.139624920581874767e-04,3.749425245550934427e-04,4.386038242494734732e+03,3.689473258484005655e-05
1.453332181583670893e-04,2.335985050589120624e-03,5.276098062883495185e-04,4.386032426934150863e+03,4.148776609302029067e-05
2.295893057832060560e-03,1.561575317232935826e-03,3.745749554539059027e-04,4.386049560505202862e+03,3.977289876100854660e-05
1.835845538345535263e-03,2.179370490094428934e-03,5.349103232464292841e-04,4.386085882754916383e+03,3.394218681047379577e-05
1.553687537275977608e-03,3.807198097926899148e-03,5.101944119548570012e-04,4.386038375356986762e+03,4.072520159269882675e-05
7.981709569868482290e-04,2.986883196347480556e-04,8.016015234654987694e-05,4.386057408858170675e+03,2.466466225313412652e-05
9.940786095522600855e-05,4.000966383253620902e-04,3.997300464394907583e-04,4.386061820724323297e+03,2.752361954222304596e-05
3.042214165759724205e-04,1.284120515645440549e-03,4.912688227278879868e-04,4.386038139441165185e+03,2.269858606256014064e-05
1.215637058425981436e-04,3.239090071140275987e-03,1.821431347513371036e-04,4.386060092852168964e+03,2.986604422297552670e-05
4.962224296561052296e-04,2.774807974563704704e-03,3.694086211243632033e-04,4.386044386943221070e+03,3.085509255565975967e-05
3.488024961585926929e-03,2.926668914227125318e-03,4.645110122884798295e-04,4.386055616979815568e+03,2.895988542037705710e-05
1.144710899893131104e-03,7.342834797919696802e-04,4.313138086783912953e-04,4.386055670981249023e+03,3.801660153954211901e-05
3.208705290888042017e-03,3.932232842212784671e-03,2.528772185677384912e-04,4.386051492521357432e+03,3.036433590523616134e-05
1.495527673469946228e-03,3.089549959088769802e-03,2.137557953354896490e-04,4.386027796531293461e+03,2.912649941593547487e-05
3.694492660425272804e-03,3.409907020269099115e-03,2.621003921891831758e-04,4.386066194809474837e+03,3.312380346521187825e-05
2.990314774197393253e-03,3.004809247602171184e-03,8.270836586590545123e-05,4.386042263877337064e+03,2.624754038903534301e-05
3.580069838360294774e-03,2.020616210060805808e-03,4.714304582999397238e-04,4.386035205853274419e+03,3.743829426869039144e-05
1.288883331273067570e-03,3.563003818069811462e-03,2.388684549489550454e-04,4.386021203874416642e+03,2.413144733315541823e-05
8.761834868773409578e-05,3.584842038278171408e-03,9.175935048206195193e-05,4.386053820183868993e+03,4.524851810498424650e-05
1.290567159197538458e-03,3.767088205020272060e-03,5.371644572188286840e-04,4.386057659380331643e+03,3.683899730545742390e-05
2.289700612269485527e-03,2.520076517197426813e-03,2.719111328292065158e-04,4.386015010800708296e+03,2.758072384147474548e-05
1.180338285857457890e-03,1.320868337346699185e-03,3.972580391853065265e-04,4.386050503926161582e+03,1.812279857792210608e-05
2.990458526372853816e-03,3.144318923995156542e-03,4.519215686845978784e-04,4.386037533560023803e+03,3.772090515688725985e-05
3.939838377761379446e-04,1.978079220617605990e-03,6.609475948506721100e-05,4.386056187791868979e+03,3.566519192047727069e-05
2.194544857334200256e-03,1.770337230822845295e-03,5.046718596607199358e-04,4.386034439382488017e+03,3.604636116562699391e-05
1.414638752655213291e-03,4.964674663054228793e-04,1.120853028481451298e-04,4.386058284126082071e+03,3.682028162202998677e-05
3.033432093917031239e-03,2.467171601817431167e-03,7.990806553534002092e-05,4.386045216012686069e+03,2.411074622480547010e-05
3.617060576281360914e-04,2.791661213778482298e-03,6.962613617926708212e-05,4.386075307685825464e+03,3.039101569805468704e-05
3.270990061350443484e-03,2.814427927232229353e-03,7.020641277486899823e-05,4.386031881912179415e+03,2.555485736138122382e-05
3.716154387702165561e-04,3.908738831535608742e-03,2.343335968730986154e-04,4.386043193579584113e+03,3.885779552248347677e-05
1.491449639933084981e-03,3.229723043098398864e-03,5.376433358976451769e-04,4.386029952489485368e+03,3.432745466992972896e-05
3.914887308757995441e-03,2.998332529258235148e-03,2.331691981200592883e-04,4.386073822368069159e+03,2.995564073919463255e-05
3.537079512603387085e-04,3.095475508163017617e-03,3.322793742002775295e-04,4.386069279808723877e+03,2.365560428996864648e-05
1.701378973242650451e-03,3.601335196387475505e-03,8.976063269332770929e-05,4.386039205290293467e+03,2.963219405870822379e-05
1.970940900069577048e-03,7.460012624437367614e-05,2.830682016987595088e-04,4.386056854018274862e+03,2.986367018004867547e-05
2.572097374157759539e-04,5.027601345931893406e-04,9.809736471802111700e-05,4.386065026695550841e+03,3.605687503958523294e-05
2.586531614207984806e-03,2.967179197123420795e-03,3.442609453962444579e-04,4.386052307254189145e+03,3.454719315644224980e-05
3.812144081802127521e-03,1.509376877696707187e-03,1.883719840804969710e-04,4.386051236505413726e+03,3.953730291496649111e-05
3.450736505389934150e-03,9.121254592457552065e-04,5.481997346834217117e-04,4.386038364568657016e+03,3.209449719011041340e-05
7.365802799276849528e-05,3.855397372086017804e-03,4.934462969444818937e-05,4.386028078011680918e+03,2.566399396364455699e-05
3.536587212457053576e-03,2.108822496171421437e-03,5.605085666294039141e-04,4.386070997970778990e+03,3.577366104012895094e-05
3.264027777353835239e-04,2.211472675543179039e-03,5.472082849989492277e-04,4.386071296381928732e+03,3.662161800081193639e-05
1.821200652261646636e-03,2.501712180482808506e-03,3.449568801796061698e-04,4.386055652078617641e+03,3.339709976753672631e-05
3.575095204657974951e-03,2.152538205386848435e-04,1.847053609553003318e-04,4.386043101243656565e+03,3.681446778269478542e-05
3.772450695834510780e-03,3.535758611338799852e-03,2.762683384325044923e-04,4.386043560740627981e+03,3.240952052053077900e-05
2.472642081041062471e-03,1.124142631723301124e-03,1.333517087836807590e-04,4.386059979938813740e+03,3.283168061559616120e-05
1.857076083990038271e-03,1.422629396587123726e-03,3.449337857578163016e-04,4.386070988253924952e+03,3.143751984363867322e-05
3.288695827059170181e-04,3.877434576208818855e-03,5.710800414531708256e-04,4.386070095688116453e+03,2.123195082483098642e-05
2.782614892344160030e-03,2.142558081918913195e-03,1.953592601136349338e-04,4.386062820406266837e+03,2.531256803173547308e-05
